id,Label
927,8
928,20
929,15
930,7
931,15
932,15
933,19
934,8
935,7
936,21
937,13
938,11
939,11
940,20
941,18
942,15
943,18
944,18
945,2
946,11
947,18
948,7
949,19
950,18
951,1
952,18
953,15
954,7
955,20
956,22
957,20
958,7
959,15
960,20
961,7
962,15
963,11
964,6
965,18
966,3
967,1
968,11
969,15
970,11
971,18
972,2
973,1
974,15
975,18
976,18
977,15
978,18
979,21
980,18
981,7
982,18
983,15
984,21
985,7
986,18
987,21
988,20
989,4
990,2
991,18
992,1
993,21
994,6
995,2
996,18
997,15
998,2
999,15
1000,18
1001,13
1002,11
1003,18
1004,15
1005,20
1006,7
1007,15
1008,15
1009,15
1010,11
1011,7
1012,11
1013,1
1014,11
1015,3
1016,21
1017,18
1018,21
1019,7
1020,22
1021,14
1022,21
1023,7
1024,2
1025,6
1026,18
1027,18
1028,18
1029,1
1030,7
1031,1
1032,15
1033,6
1034,7
1035,18
1036,7
1037,1
1038,15
1039,7
1040,3
1041,15
1042,11
1043,18
1044,2
1045,7
1046,15
1047,13
1048,1
1049,7
1050,18
1051,11
1052,21
1053,20
1054,18
1055,20
1056,21
1057,15
1058,8
1059,15
1060,16
1061,1
1062,6
1063,7
1064,21
1065,18
1066,18
1067,7
1068,6
1069,20
1070,17
1071,15
1072,7
1073,18
1074,19
1075,18
1076,18
1077,11
1078,15
1079,19
1080,11
1081,21
1082,13
1083,18
1084,7
1085,2
1086,15
1087,2
1088,17
1089,15
1090,20
1091,22
1092,11
1093,7
1094,22
1095,7
1096,18
1097,18
1098,18
1099,5
1100,7
1101,6
1102,1
1103,14
1104,9
1105,15
1106,21
1107,1
1108,7
1109,18
1110,15
1111,14
1112,13
1113,18
1114,15
1115,19
1116,6
1117,8
1118,7
1119,15
1120,3
1121,18
1122,21
1123,1
1124,1
1125,15
1126,11
1127,7
1128,20
1129,21
1130,18
1131,18
1132,2
1133,1
1134,21
1135,18
1136,20
1137,7
1138,6
1139,22
1140,15
1141,21
1142,15
1143,21
1144,7
1145,7
1146,15
1147,2
1148,18
1149,18
1150,2
1151,18
1152,15
1153,18
1154,5
1155,15
1156,5
1157,8
1158,18
1159,7
1160,21
1161,20
1162,18
1163,15
1164,2
1165,7
1166,18
1167,8
1168,7
1169,22
1170,15
1171,21
1172,18
1173,1
1174,7
1175,16
1176,18
1177,18
1178,10
1179,15
1180,8
1181,2
1182,7
1183,18
1184,11
1185,21
1186,7
1187,15
1188,18
1189,6
1190,7
1191,7
1192,7
1193,22
1194,15
1195,0
1196,11
1197,7
1198,18
1199,1
1200,20
1201,16
1202,7
1203,21
1204,18
1205,6
1206,16
1207,6
1208,1
1209,5
1210,18
1211,6
1212,0
1213,5
1214,16
1215,3
1216,6
1217,21
1218,3
1219,2
1220,19
1221,20
1222,2
1223,22
1224,19
1225,1
1226,20
1227,18
1228,7
1229,2
1230,21
1231,1
1232,18
1233,15
1234,13
1235,21
1236,21
1237,2
1238,18
1239,18
1240,7
1241,22
1242,2
1243,6
1244,18
1245,5
1246,4
1247,18
1248,21
1249,7
1250,18
1251,15
1252,11
1253,20
1254,22
1255,3
1256,16
1257,16
1258,21
1259,7
1260,22
1261,6
1262,7
1263,6
1264,6
1265,20
1266,21
1267,13
1268,5
1269,11
1270,2
1271,15
1272,15
1273,7
1274,19
1275,7
1276,20
1277,20
1278,11
1279,6
1280,9
1281,6
1282,18
1283,11
1284,0
1285,18
1286,8
1287,7
1288,18
1289,20
1290,18
1291,18
1292,19
1293,20
1294,20
1295,18
1296,11
1297,21
1298,18
1299,7
1300,7
1301,18
1302,5
1303,7
1304,18
1305,17
1306,7
1307,18
1308,7
1309,21
1310,18
1311,11
1312,21
1313,19
1314,18
1315,1
1316,21
1317,15
1318,18
1319,8
1320,21
1321,7
1322,21
1323,2
1324,15
1325,20
1326,7
1327,18
1328,18
1329,8
1330,1
1331,21
1332,21
1333,11
1334,16
1335,20
1336,21
1337,15
1338,7
1339,15
1340,7
1341,11
1342,4
1343,18
1344,7
1345,2
1346,21
1347,1
1348,16
1349,7
1350,7
1351,17
1352,15
1353,18
1354,5
1355,6
1356,11
1357,21
1358,1
1359,7
1360,1
1361,0
1362,18
1363,12
1364,13
1365,7
1366,21
1367,19
1368,1
1369,15
1370,7
1371,15
1372,21
1373,15
1374,6
1375,11
1376,7
1377,20
1378,5
1379,20
1380,2
1381,1
1382,18
1383,18
1384,18
1385,7
1386,11
1387,15
1388,7
1389,1
1390,19
1391,18
1392,21
1393,5
1394,3
1395,8
1396,21
1397,21
1398,7
1399,8
1400,0
1401,11
1402,1
1403,18
1404,5
1405,5
1406,14
1407,8
1408,15
1409,7
1410,15
1411,15
1412,11
1413,21
1414,18
1415,21
1416,7
1417,18
1418,18
1419,21
1420,18
1421,18
1422,1
1423,7
1424,15
1425,1
1426,18
1427,21
1428,18
1429,18
1430,21
1431,21
1432,15
1433,15
1434,5
1435,18
1436,20
1437,15
1438,3
1439,16
1440,6
1441,20
1442,11
1443,1
1444,16
1445,7
1446,11
1447,18
1448,5
1449,5
1450,7
1451,7
1452,11
1453,19
1454,18
1455,21
1456,2
1457,18
1458,18
1459,21
1460,7
1461,4
1462,18
1463,18
1464,18
1465,11
1466,15
1467,14
1468,18
1469,18
1470,2
1471,1
1472,17
1473,3
1474,11
1475,16
1476,8
1477,15
1478,2
1479,11
1480,18
1481,20
1482,8
1483,20
1484,18
1485,7
1486,2
1487,14
1488,7
1489,5
1490,17
1491,2
1492,2
1493,2
1494,14
1495,20
1496,6
1497,20
1498,10
1499,18
1500,20
1501,6
1502,7
1503,18
1504,7
1505,20
1506,1
1507,18
1508,6
1509,15
1510,18
1511,18
1512,16
1513,18
1514,22
1515,21
1516,3
1517,16
1518,7
1519,2
1520,16
1521,2
1522,18
1523,21
1524,7
1525,8
1526,20
1527,20
1528,10
1529,3
1530,5
1531,7
1532,7
1533,7
1534,6
1535,21
1536,18
1537,2
1538,21
1539,21
1540,18
1541,18
1542,1
1543,20
1544,19
1545,20
1546,15
1547,21
1548,2
1549,1
1550,21
1551,18
1552,7
1553,15
1554,18
1555,0
1556,22
1557,21
1558,20
1559,15
1560,21
1561,21
1562,18
1563,20
1564,7
1565,0
1566,21
1567,13
1568,15
1569,15
1570,18
1571,15
1572,2
1573,18
1574,5
1575,7
1576,7
1577,7
1578,18
1579,15
1580,15
1581,15
1582,7
1583,16
1584,16
1585,16
1586,19
1587,20
1588,21
1589,1
1590,11
1591,18
1592,7
1593,20
1594,7
1595,11
1596,13
1597,1
1598,20
1599,7
1600,5
1601,18
1602,7
1603,18
1604,0
1605,18
1606,7
1607,11
1608,18
1609,18
1610,21
1611,15
1612,19
1613,18
1614,5
1615,7
1616,7
1617,21
1618,20
1619,7
1620,6
1621,14
1622,18
1623,15
1624,7
1625,21
1626,11
1627,21
1628,21
1629,21
1630,8
1631,16
1632,4
1633,7
1634,1
1635,21
1636,7
1637,22
1638,11
1639,2
1640,21
1641,18
1642,15
1643,2
1644,15
1645,22
1646,18
1647,20
1648,20
1649,20
1650,18
1651,20
1652,14
1653,15
1654,7
1655,11
1656,1
1657,16
1658,4
1659,15
1660,15
1661,15
1662,11
1663,19
1664,18
1665,21
1666,11
1667,7
1668,10
1669,18
1670,15
1671,15
1672,15
1673,17
1674,20
1675,20
1676,15
1677,18
1678,15
1679,15
1680,7
1681,18
1682,20
1683,18
1684,20
1685,0
1686,0
1687,6
1688,7
1689,7
1690,18
1691,18
1692,20
1693,7
1694,7
1695,13
1696,16
1697,15
1698,18
1699,0
1700,7
1701,16
1702,20
1703,18
1704,21
1705,3
1706,21
1707,18
1708,15
1709,17
1710,1
1711,21
1712,12
1713,18
1714,15
1715,15
1716,22
1717,21
1718,18
1719,16
1720,15
1721,18
1722,2
1723,9
1724,7
1725,7
1726,18
1727,21
1728,21
1729,13
1730,7
1731,1
1732,18
1733,7
1734,8
1735,7
1736,1
1737,9
1738,21
1739,8
1740,21
1741,21
1742,18
1743,3
1744,18
1745,7
1746,11
1747,18
1748,6
1749,18
1750,2
1751,18
1752,15
1753,19
1754,2
1755,7
1756,2
1757,8
1758,21
1759,15
1760,7
1761,15
1762,21
1763,11
1764,13
1765,5
1766,20
1767,5
1768,0
1769,20
1770,7
1771,20
1772,0
1773,16
1774,12
1775,7
1776,11
1777,20
1778,19
1779,18
1780,20
1781,20
1782,22
1783,15
1784,11
1785,20
1786,3
1787,22
1788,3
1789,16
1790,18
1791,16
1792,15
1793,18
1794,18
1795,3
1796,19
1797,20
1798,7
1799,15
1800,8
1801,22
1802,1
1803,18
1804,21
1805,18
1806,7
1807,18
1808,20
1809,18
1810,18
1811,17
1812,20
1813,6
1814,13
1815,11
1816,16
1817,15
1818,5
1819,3
1820,18
1821,7
1822,18
1823,15
1824,21
1825,2
1826,5
1827,18
1828,18
1829,8
1830,9
1831,20
1832,15
1833,7
1834,20
1835,5
1836,2
1837,7
1838,21
1839,18
1840,21
1841,0
1842,19
1843,20
1844,15
1845,18
1846,6
1847,15
1848,18
1849,16
1850,5
1851,2
1852,18
1853,18
1854,7
1855,16
1856,15
1857,16
1858,18
1859,14
1860,18
1861,11
1862,7
1863,6
1864,5
1865,18
1866,7
1867,21
1868,18
1869,1
1870,11
1871,7
1872,18
1873,8
1874,18
1875,16
1876,2
1877,11
1878,11
1879,6
1880,22
1881,18
1882,15
1883,8
1884,18
1885,7
1886,11
1887,18
1888,17
1889,7
1890,7
1891,7
1892,3
1893,21
1894,18
1895,1
1896,18
1897,7
1898,18
1899,20
1900,4
1901,7
1902,15
1903,21
1904,18
1905,15
1906,21
1907,20
1908,11
1909,7
1910,18
1911,7
1912,15
1913,18
1914,7
1915,21
1916,20
1917,6
1918,7
1919,1
1920,20
1921,18
1922,2
1923,20
1924,20
1925,6
1926,1
1927,20
1928,8
1929,15
1930,6
1931,8
1932,7
1933,20
1934,21
1935,15
1936,22
1937,18
1938,19
1939,2
1940,21
1941,15
1942,18
1943,2
1944,21
1945,1
1946,21
1947,13
1948,7
1949,19
1950,17
1951,11
1952,11
1953,8
1954,17
1955,18
1956,21
1957,20
1958,18
1959,7
1960,4
1961,18
1962,13
1963,1
1964,8
1965,2
1966,18
1967,20
1968,6
1969,18
1970,20
1971,20
1972,7
1973,15
1974,7
1975,7
1976,15
1977,7
1978,7
1979,15
1980,1
1981,11
1982,1
1983,15
1984,15
1985,15
1986,18
1987,21
1988,7
1989,12
1990,15
1991,18
1992,7
1993,18
1994,13
1995,7
1996,18
1997,2
1998,2
1999,1
2000,21
2001,11
2002,6
2003,7
2004,15
2005,18
2006,19
2007,18
2008,7
2009,11
2010,5
2011,7
2012,2
2013,7
2014,20
2015,18
2016,15
2017,18
2018,1
2019,2
2020,7
2021,1
2022,7
2023,5
2024,11
2025,2
2026,2
2027,5
2028,21
2029,21
2030,18
2031,16
2032,8
2033,15
2034,16
2035,21
2036,20
2037,7
2038,15
2039,11
2040,6
2041,20
2042,22
2043,15
2044,18
2045,6
2046,18
2047,7
2048,0
2049,18
2050,16
2051,15
2052,15
2053,18
2054,7
2055,15
2056,6
2057,21
2058,2
2059,2
2060,18
2061,15
2062,6
2063,7
2064,5
2065,3
2066,18
2067,18
2068,7
2069,2
2070,15
2071,15
2072,2
2073,6
2074,1
2075,15
2076,18
2077,15
2078,18
2079,7
2080,18
2081,7
2082,11
2083,2
2084,6
2085,2
2086,20
2087,7
2088,20
2089,20
2090,6
2091,7
2092,20
2093,18
2094,8
2095,16
2096,5
2097,21
2098,18
2099,21
2100,6
2101,7
2102,11
2103,18
2104,15
2105,21
2106,16
2107,19
2108,21
2109,20
2110,22
2111,16
2112,20
2113,15
2114,18
2115,6
2116,18
2117,14
2118,2
2119,2
2120,20
2121,7
2122,3
2123,5
2124,11
2125,13
2126,7
2127,15
2128,18
2129,18
2130,1
2131,7
2132,7
2133,18
2134,16
2135,18
2136,18
2137,7
2138,18
2139,7
2140,18
2141,11
2142,18
2143,11
2144,18
2145,11
2146,9
2147,15
2148,7
2149,18
2150,18
2151,18
2152,7
2153,2
2154,15
2155,18
2156,18
2157,15
2158,8
2159,7
2160,2
2161,2
2162,19
2163,18
2164,20
2165,20
2166,20
2167,15
2168,15
2169,18
2170,16
2171,20
2172,3
2173,15
2174,6
2175,15
2176,15
2177,1
2178,1
2179,7
2180,21
2181,20
2182,7
2183,2
2184,18
2185,21
2186,13
2187,18
2188,11
2189,6
2190,21
2191,7
2192,9
2193,11
2194,18
2195,3
2196,11
2197,7
2198,1
2199,7
2200,2
2201,18
2202,15
2203,7
2204,8
2205,11
2206,2
2207,7
2208,19
2209,6
2210,15
2211,7
2212,16
2213,18
2214,20
2215,15
2216,22
2217,7
2218,9
2219,8
2220,13
2221,20
2222,7
2223,20
2224,15
2225,7
2226,16
2227,13
2228,11
2229,19
2230,21
2231,21
2232,20
2233,18
2234,6
2235,21
2236,20
2237,8
2238,18
2239,1
2240,6
2241,6
2242,1
2243,11
2244,1
2245,7
2246,14
2247,18
2248,6
2249,3
2250,5
2251,6
2252,18
2253,7
2254,11
2255,6
2256,18
2257,11
2258,21
2259,15
2260,4
2261,7
2262,18
2263,1
2264,7
2265,16
2266,7
2267,18
2268,18
2269,20
2270,18
2271,20
2272,13
2273,18
2274,16
2275,19
2276,3
2277,18
2278,15
2279,3
2280,15
2281,2
2282,6
2283,15
2284,11
2285,7
2286,7
2287,7
2288,21
2289,7
2290,7
2291,9
2292,20
2293,15
2294,18
2295,16
2296,16
2297,15
2298,8
2299,20
2300,1
2301,8
2302,11
2303,13
2304,1
2305,18
2306,20
2307,15
2308,2
2309,15
2310,14
2311,7
2312,18
2313,15
2314,2
2315,6
2316,21
2317,1
2318,2
2319,18
2320,7
2321,6
2322,18
2323,1
2324,15
2325,7
2326,16
2327,15
2328,15
2329,18
2330,15
2331,13
2332,20
2333,6
2334,20
2335,11
2336,2
2337,6
2338,20
2339,6
2340,15
2341,13
2342,7
2343,7
2344,2
2345,7
2346,20
2347,7
2348,21
2349,15
2350,2
2351,21
2352,16
2353,2
2354,6
2355,0
2356,18
2357,15
2358,11
2359,8
2360,15
2361,6
2362,18
2363,15
2364,1
2365,1
2366,21
2367,22
2368,2
2369,2
2370,16
2371,18
2372,8
2373,7
2374,21
2375,21
2376,18
2377,15
2378,8
2379,18
2380,15
2381,11
2382,8
2383,5
2384,15
2385,7
2386,15
2387,16
2388,7
2389,21
2390,18
2391,16
2392,5
2393,11
2394,22
2395,21
2396,15
2397,18
2398,7
2399,3
2400,7
2401,15
2402,8
2403,21
2404,2
2405,18
2406,7
2407,1
2408,7
2409,19
2410,18
2411,7
2412,2
2413,6
2414,15
2415,5
2416,15
2417,7
2418,16
2419,18
2420,6
2421,11
2422,15
2423,22
2424,2
2425,7
2426,17
2427,7
2428,21
2429,13
2430,3
2431,20
2432,7
2433,15
2434,21
2435,20
2436,7
2437,7
2438,7
2439,6
2440,7
2441,18
2442,0
2443,3
2444,5
2445,6
2446,11
2447,18
2448,22
2449,20
2450,1
2451,20
2452,20
2453,2
2454,20
2455,18
2456,2
2457,20
2458,2
2459,18
2460,11
2461,1
2462,1
2463,7
2464,5
2465,7
2466,2
2467,2
2468,16
2469,18
2470,20
2471,19
2472,22
2473,21
2474,18
2475,15
2476,7
2477,11
2478,6
2479,15
2480,18
2481,7
2482,7
2483,21
2484,15
2485,1
2486,3
2487,15
2488,11
2489,7
2490,21
2491,15
2492,15
2493,18
2494,16
2495,15
2496,21
2497,8
2498,2
2499,7
2500,21
2501,7
2502,1
2503,7
2504,16
2505,2
2506,2
2507,5
2508,7
2509,6
2510,15
2511,7
2512,15
2513,7
2514,7
2515,8
2516,6
2517,1
2518,1
2519,8
2520,2
2521,19
2522,12
2523,18
2524,18
2525,18
2526,15
2527,9
2528,7
2529,6
2530,1
2531,7
2532,4
2533,8
2534,8
2535,18
2536,18
2537,2
2538,15
2539,20
2540,3
2541,18
2542,20
2543,15
2544,7
2545,11
2546,15
2547,18
2548,16
2549,20
2550,13
2551,12
2552,20
2553,2
2554,7
2555,15
2556,18
2557,15
2558,18
2559,12
2560,8
2561,2
2562,2
2563,19
2564,20
2565,18
2566,15
2567,15
2568,15
2569,11
2570,15
2571,21
2572,18
2573,7
2574,2
2575,7
2576,20
2577,4
2578,6
2579,6
2580,20
2581,7
2582,20
2583,19
2584,18
2585,15
2586,20
2587,5
2588,18
2589,6
2590,15
2591,22
2592,22
2593,5
2594,7
2595,15
2596,20
2597,1
2598,7
2599,2
2600,7
2601,7
2602,20
2603,11
2604,20
2605,15
2606,5
2607,20
2608,5
2609,7
2610,11
2611,17
2612,2
2613,7
2614,7
2615,21
2616,16
2617,7
2618,5
2619,21
2620,15
2621,18
2622,18
2623,6
2624,6
2625,15
2626,2
2627,20
2628,20
2629,7
2630,15
2631,21
2632,6
2633,1
2634,20
2635,21
2636,15
2637,15
2638,21
2639,8
2640,21
2641,6
2642,7
2643,18
2644,18
2645,2
2646,18
2647,7
2648,15
2649,2
2650,6
2651,15
2652,20
2653,11
2654,20
2655,7
2656,16
2657,11
2658,15
2659,7
2660,15
2661,9
2662,2
2663,18
2664,14
2665,13
2666,11
2667,9
2668,5
2669,5
2670,20
2671,7
2672,18
2673,8
2674,18
2675,2
2676,11
2677,5
2678,5
2679,3
2680,11
2681,22
2682,9
2683,18
2684,21
2685,15
2686,15
2687,7
2688,15
2689,8
2690,21
2691,18
2692,6
2693,20
2694,18
2695,7
2696,1
2697,18
2698,21
2699,7
2700,6
2701,19
2702,20
2703,15
2704,21
2705,4
2706,1
2707,18
2708,15
2709,15
2710,6
2711,19
2712,1
2713,2
2714,11
2715,18
2716,18
2717,2
2718,21
2719,10
2720,11
2721,15
2722,7
2723,6
2724,11
2725,3
2726,6
2727,21
2728,7
2729,2
2730,18
2731,8
2732,6
2733,17
2734,21
2735,2
2736,3
2737,15
2738,5
2739,16
2740,6
2741,18
2742,18
2743,15
2744,20
2745,6
2746,18
2747,18
2748,15
2749,6
2750,18
2751,17
2752,21
2753,5
2754,20
2755,7
2756,11
2757,18
2758,18
2759,1
2760,7
2761,9
2762,6
2763,20
2764,1
2765,16
2766,18
2767,11
2768,7
2769,15
2770,6
2771,18
2772,20
2773,8
2774,18
2775,8
2776,2
2777,5
2778,7
2779,21
2780,18
2781,0
2782,19
2783,15
2784,7
2785,6
2786,5
2787,16
2788,18
2789,7
2790,18
2791,7
2792,18
2793,11
2794,21
2795,18
2796,7
2797,18
2798,9
2799,11
2800,10
2801,15
2802,11
2803,1
2804,8
2805,21
2806,21
2807,18
2808,21
2809,15
2810,18
2811,0
2812,11
2813,21
2814,1
2815,18
2816,6
2817,14
2818,20
2819,18
2820,7
2821,20
2822,16
2823,20
2824,16
2825,13
2826,13
2827,11
2828,2
2829,7
2830,2
2831,18
2832,11
2833,19
2834,7
2835,11
2836,15
2837,15
2838,18
2839,16
2840,7
2841,11
2842,7
2843,15
2844,21
2845,15
2846,18
2847,20
2848,11
2849,20
2850,16
2851,11
2852,1
2853,4
2854,11
2855,18
2856,18
2857,2
2858,2
2859,15
2860,11
2861,15
2862,16
2863,21
2864,16
2865,21
2866,18
2867,6
2868,17
2869,21
2870,21
2871,2
2872,8
2873,15
2874,18
2875,7
2876,16
2877,15
2878,20
2879,18
2880,6
2881,21
2882,11
2883,6
2884,7
2885,18
2886,0
2887,22
2888,16
2889,1
2890,15
2891,18
2892,18
2893,5
2894,6
2895,11
2896,11
2897,5
2898,7
2899,11
2900,16
2901,21
2902,21
2903,7
2904,6
2905,16
2906,18
2907,18
2908,7
2909,5
2910,11
2911,15
2912,18
2913,18
2914,18
2915,18
2916,18
2917,15
2918,11
2919,18
2920,6
2921,7
2922,7
2923,22
2924,8
2925,22
2926,18
2927,3
2928,6
2929,15
2930,21
2931,21
2932,19
2933,1
2934,20
2935,15
2936,21
2937,8
2938,16
2939,21
2940,18
2941,7
2942,18
2943,20
2944,16
2945,7
2946,15
2947,21
2948,3
2949,11
2950,7
2951,7
2952,19
2953,11
2954,2
2955,11
2956,5
2957,15
2958,2
2959,15
2960,2
2961,6
2962,11
2963,5
2964,2
2965,18
2966,16
2967,14
2968,18
2969,20
2970,6
2971,16
2972,11
2973,21
2974,2
2975,7
2976,1
2977,15
2978,20
2979,6
2980,15
2981,2
2982,22
2983,11
2984,7
2985,15
2986,7
2987,11
2988,2
2989,15
2990,16
2991,16
2992,11
2993,16
2994,21
2995,5
2996,7
2997,22
